ID Produto;Nome;Referência;Qtd Inicial;Qtd Atual;Variação Qtd;Valor Inicial;Valor Atual;Variação Valor;Total Movimentações;Data Cálculo
3702;KIT DO FOTORRECEPTOR OPC KT SHARP AL1000;70027513;1.000;1.000;0.000;39.22;39.22;0.00;0;01/03/2025
3704;BUCHA DO ROLO FUSOR SUP.STUDIO 161 KT SHARP AL1000;70027300;8.000;8.000;0.000;44.84;44.84;0.00;0;01/03/2025
3717;CHAPA LATERAL TRASEIRA DO CILINDRO - 1502;B2592371;6.000;6.000;0.000;602.06;602.06;0.00;0;01/03/2025
3719;ROLO DE LIMPEZA DO ROLO DE CARGA-DSM615/618;AD042058;2.000;2.000;0.000;52.12;52.12;0.00;0;01/03/2025
3728;COP.MOD.DSM715 USADA;L6766900041;1.000;1.000;0.000;2104.27;2104.27;0.00;0;01/03/2025
3729;UNHA DE SEP FUSÃO 1502/DSM615/618 RICOH.;AE044062;278.000;278.000;0.000;1857.87;1857.87;0.00;0;01/03/2025
3730;CONJUNTO DA ENGRENAGEM DA FUSAO-1502;B0391157;2.000;2.000;0.000;18.88;18.88;0.00;0;01/03/2025
3731;UNIDADE DE ADIÇÃO DE TONER 1502 RICOH;B0393032;14.000;14.000;0.000;1947.02;1947.02;0.00;0;01/03/2025
3738;CHIP DSM 520 PRO-COPY;CHIP;18.000;18.000;0.000;581.05;581.05;0.00;0;01/03/2025
3741;CARTUCHO DE TONER PRETO DSC520/525/530(3000A);31047;7.000;7.000;0.000;809.08;809.08;0.00;0;01/03/2025
3742;TONER AMARELO DSC525/530(360 X 1);31048;5.000;5.000;0.000;1228.22;1228.22;0.00;0;01/03/2025
3743;TONER MAGENTA DSC525/530 (360 X 1);31049;1.000;1.000;0.000;251.62;251.62;0.00;0;01/03/2025
3748;TONER CYAN DSC525/530(360G X 1);31050;1.000;1.000;0.000;240.21;240.21;0.00;0;01/03/2025
3752;COP.MULT.FUNC.DSM416PF U - SAMUEL;M0178700068;1.000;1.000;0.000;4544.50;4544.50;0.00;0;01/03/2025
3754;ROLO FUSOR - DSM415.;AE011086;5.000;5.000;0.000;622.47;622.47;0.00;0;01/03/2025
3755;BUCHA DA FUSAO - 1302/416;AE031044;10.000;10.000;0.000;87.07;87.07;0.00;0;01/03/2025
3756;UNHA DA FUSAO - DSM415;AE044059;42.000;42.000;0.000;338.39;338.39;0.00;0;01/03/2025
3758;KIT DE MANUTENCAO AFICIO 1515 DSM415(90K).;PMB12990K;45.000;45.000;0.000;17241.87;17241.87;0.00;0;01/03/2025
3759;MASTER PRIPORT HQ40L CP6244+-CPMT23 RICOH;41302;8.000;8.000;0.000;1388.22;1388.22;0.00;0;01/03/2025
3760;CALÇO DE FRICÇÃO 1502 MARCA RICOH.;B0392711;24.000;24.000;0.000;228.48;228.48;0.00;0;01/03/2025
3762;MOLA DO ROLO DE CARGA 1312;B0392287;1.000;1.000;0.000;3.55;3.55;0.00;0;01/03/2025
3763;EMBREAGEM MAGNETICA 46Z  -  1502;AX200296;1.000;1.000;0.000;52.56;52.56;0.00;0;01/03/2025
3764;ROLO DE ALIMENTACAO DO PAPEL - 1302.;AF031061;11.000;11.000;0.000;243.84;243.84;0.00;0;01/03/2025
3765;TINTA PRETA CPI11 6244 + (6000CC X 5);42401;14.000;14.000;0.000;474.84;474.84;0.00;0;01/03/2025
3771;CARTUCHO DE TONER PRETO C7640ND GEST;61037R;2.000;2.000;0.000;295.64;295.64;0.00;0;01/03/2025
3772;CARTUCHO DE TONER CYAN SPC811DNHA C7640ND RICOH;61038R;2.000;2.000;0.000;928.24;928.24;0.00;0;01/03/2025
3773;CARTUCHO DE TONER MAGENTA SPC811DNHA C7640ND(360G);61039R;1.000;1.000;0.000;463.55;463.55;0.00;0;01/03/2025
3774;CARTUCHO DE TONER AMARELO SPC811DNHA C7643ND(360G);61040;2.000;2.000;0.000;954.31;954.31;0.00;0;01/03/2025
3779;TERMISTOR DA FUSAO - 1302;AW100060;1.000;1.000;0.000;7.26;7.26;0.00;0;01/03/2025
3781;GUIAS - 1502;B0394168;1.000;1.000;0.000;4.67;4.67;0.00;0;01/03/2025
3795;BUCHA ROLO PRESSÃO 1502/1802/645/618 MR RICOH.;G0294174;44.000;44.000;0.000;323.89;323.89;0.00;0;01/03/2025
3796;COPIADORA 2913;H4217001401;2.000;2.000;0.000;600.00;600.00;0.00;0;01/03/2025
3799;PLACA DE ALTA TENSAO - 1502;B0395730;1.000;1.000;0.000;216.85;216.85;0.00;0;01/03/2025
3802;SENSOR DE FIM DE PAPEL - 1502 RICOH.;B0392730;8.000;8.000;0.000;50.95;50.95;0.00;0;01/03/2025
3803;CALÇO DE SEPARAÇAO - CP6334;C2572886;1.000;1.000;0.000;17.10;17.10;0.00;0;01/03/2025
3804;ROLETE DO BY-PASS - 1502.;AF031060;1.000;1.000;0.000;9.64;9.64;0.00;0;01/03/2025
3805;BASE DE FRICÇÃO - DSM615;B0392596;2.000;2.000;0.000;59.43;59.43;0.00;0;01/03/2025
3820;SIST.MULTIFUNC.DSM716TAMPA/IMPRESS/SCAN+EXP.MEMOR;20163SPR;1.000;1.000;0.000;4309.14;4309.14;0.00;0;01/03/2025
3822;EMBREAGEM MAGNETICA - 6123(C2615879).;C2615879;1.000;1.000;0.000;235.12;235.12;0.00;0;01/03/2025
3832;ASPIRADOR DE PO 220V 550 WATTS;700737710;4.000;4.000;0.000;5765.90;5765.90;0.00;0;01/03/2025
3834;BATENTE FINAL CASSETE;G0202644;1.000;1.000;0.000;7.57;7.57;0.00;0;01/03/2025
3837;TERMISTOR DA FUSAO - DSM415.;AW100088;64.000;64.000;0.000;3334.89;3334.89;0.00;0;01/03/2025
3838;THERMOSTATO - 160C - DSM415;AW110037;1.000;1.000;0.000;43.96;43.96;0.00;0;01/03/2025
3839;THERMOSTATO - 170C - DSM415;AW110038;1.000;1.000;0.000;33.45;33.45;0.00;0;01/03/2025
3840;PLACA TENSORA - DSM415;B0444118;2.000;2.000;0.000;6.29;6.29;0.00;0;01/03/2025
3841;SUPORTE DA UNHA DE SEPARACAO - 415;B0444179;2.000;2.000;0.000;24.01;24.01;0.00;0;01/03/2025
3842;ALAVANCA DO BYPASS - 3215;G0202784;1.000;1.000;0.000;6.68;6.68;0.00;0;01/03/2025
3843;CHAPA GUIA - DSM415;H5562208;4.000;4.000;0.000;81.07;81.07;0.00;0;01/03/2025
3847;CHAPA GUIA - DSM415;H5562206;5.000;5.000;0.000;179.18;179.18;0.00;0;01/03/2025
3854;FLANGE DO MASTER - 6123L;C2522244;2.000;2.000;0.000;26.25;26.25;0.00;0;01/03/2025
3858;LIMPADOR DO ROLO DE PRESSÃO;B2594015;1.000;1.000;0.000;26.67;26.67;0.00;0;01/03/2025
3859;ROLETE INTRODUCAO DO ALIM DE ORIGINAIS-DF68/DSM725;B3862171;1.000;1.000;0.000;10.41;10.41;0.00;0;01/03/2025
3860;ALIMENTADOR DO PAPEL - DF68/DSM725;A8592141;1.000;1.000;0.000;29.09;29.09;0.00;0;01/03/2025
3867;TAMPA DO SENSOR - DSM520;B2739708;1.000;1.000;0.000;32.68;32.68;0.00;0;01/03/2025
3868;TERMISTOR - DSM520;B2739725;2.000;2.000;0.000;193.66;193.66;0.00;0;01/03/2025
3884;SUPORTE 2 DO SENSOR DO CILINDRO;C2565609;1.000;1.000;0.000;7.12;7.12;0.00;0;01/03/2025
3886;SUPORTE 1 DO SENSOR DO CILINDRO 5430;C2565611;1.000;1.000;0.000;7.09;7.09;0.00;0;01/03/2025
3887;SUPORTE 3 DO SENSOR DO CILINDRO 5430;C2565613;3.000;3.000;0.000;19.60;19.60;0.00;0;01/03/2025
3891;CHAPA DE POSICAO DO CILINDRO - 5430;C2562375;1.000;1.000;0.000;7.09;7.09;0.00;0;01/03/2025
3897;EMBREAGEM MAFNETICA 41Z - 1502;AX200228;1.000;1.000;0.000;41.82;41.82;0.00;0;01/03/2025
3901;ENGRENAGEM 16Z - 1502 MARCA RICOH;A2672869;1.000;1.000;0.000;1.48;1.48;0.00;0;01/03/2025
3903;BATENTE TRASEIRO - 1312;B0392705;1.000;1.000;0.000;14.47;14.47;0.00;0;01/03/2025
3904;BATENTE LATERAL FRONTAL - 1312;B0392706;1.000;1.000;0.000;15.06;15.06;0.00;0;01/03/2025
3906;ROLO DO REGISTRO - 2212;AF021066;1.000;1.000;0.000;87.88;87.88;0.00;0;01/03/2025
3912;MOTOR DE TONER - DSM 615;B2763310;1.000;1.000;0.000;57.73;57.73;0.00;0;01/03/2025
3914;CORREIA DE TRANSPORTE DA UNIDADE DE EXAUTAO -6143L;C2613879;8.000;8.000;0.000;1108.34;1108.34;0.00;0;01/03/2025
3915;FAIXA DA PORTA DIREITA - 1502;B0392660;1.000;1.000;0.000;2.03;2.03;0.00;0;01/03/2025
3916;SENSOR DE FIM DE PAPEL - 1302;B0445300;10.000;10.000;0.000;132.05;132.05;0.00;0;01/03/2025
3919;UNHA DO ROLO FUSOR - 6002/7502;AE044043;4.000;4.000;0.000;26.07;26.07;0.00;0;01/03/2025
3926;REV.DD9-TYPE24/6002/DS651/60/75/755/65/75/P7575/76;B0649645;43.000;43.000;0.000;10180.54;10180.54;0.00;0;01/03/2025
3930;SIST.MULT.COR.MPC2030(RADF/DUP/BP/RPCS PRINT/SCA/F;30099R;1.000;1.000;0.000;7147.53;7147.53;0.00;0;01/03/2025
3934;CARTUCHO DE TONER PRETO MPC2030/50/2550(215X1);841280;412.000;412.000;0.000;51751.11;51751.11;0.00;0;01/03/2025
3935;TONER MAGENTA MP C2030/2050/2550 (135 X 1);31073;1.000;1.000;0.000;179.02;179.02;0.00;0;01/03/2025
3941;GABINETE MP2550/3350/MP2030/2050/2550;038206;10.000;10.000;0.000;4740.05;4740.05;0.00;1;01/03/2025
3944;ROLO DE PRESSAO A3 - CP6244;C2643050;1.000;1.000;0.000;374.08;374.08;0.00;0;01/03/2025
3945;COBERTURA SUPERIOR DA UNID DE REVELACAO 1502.;B0393159;9.000;9.000;0.000;747.60;747.60;0.00;0;01/03/2025
3957;BOMBA DE ALIMENTACAO DE TONER BK - DSC525;B2233201;1.000;1.000;0.000;253.32;253.32;0.00;0;01/03/2025
3960;DUPLICADOR DIGITAL DX2330 RICOH;40705;3.000;3.000;0.000;9654.63;9654.63;0.00;0;01/03/2025
3969;GRADE DA CORONA 2760/3265/85/3370/8502;A0962060;1.000;1.000;0.000;9.16;9.16;0.00;0;01/03/2025
3975;ENGRENAGEM DA RECICLAGEM DO TONER 6002.;AB011462;12.000;12.000;0.000;35.61;35.61;0.00;0;01/03/2025
3977;SIST.MULT.MP171VEL.17PPM,IMP,SCAN E FAX.MR RICOH.;20172R;2.000;2.000;0.000;8196.36;8196.36;0.00;0;01/03/2025
3980;MOLA DA UNHA DA FUSAO;A2674103;10.000;10.000;0.000;12.15;12.15;0.00;0;01/03/2025
3987;LAMINA DE LIMPEZA DO FOTORRECEPTOR/RC AF-700/PERF;70012544;1.000;1.000;0.000;58.16;58.16;0.00;0;01/03/2025
3988;FOTORRECEPTOR OPC RC AF-700 PERPFORMANCE;70026432;3.000;3.000;0.000;621.38;621.38;0.00;0;01/03/2025
3992;ROLO DE SEPARACAO DO PAPEL - 10512/DSM51/660;AF032080;3.000;3.000;0.000;52.89;52.89;0.00;0;01/03/2025
3993;ROLO DE FUSAO - DSM660.;AE011117;3.000;3.000;0.000;429.96;429.96;0.00;0;01/03/2025
3998;MASTER TERMICO A4 RC JP 730 CPMT8 ACCESS;931036503;828.000;828.000;0.000;66691.18;66691.18;0.00;0;01/03/2025
4000;FOTOSENSOR - 6002;AW020120;1.000;1.000;0.000;7.41;7.41;0.00;0;01/03/2025
4003;TAMPA DIREITA - 1302;B0444655;25.000;25.000;0.000;9264.87;9264.87;0.00;0;01/03/2025
4004;TINTA PRETA DX2330/2430 (500M1X1)RICOH;817222;291.000;291.000;0.000;12383.77;12383.77;0.00;0;01/03/2025
4005;MASTER DX2330 TAMANHO OFICIO;817612;20.000;20.000;0.000;2744.37;2744.37;0.00;0;01/03/2025
4017;GABINETE MP2030/2050/2550 FAC43;38205R;3.000;3.000;0.000;1154.65;1154.65;0.00;0;01/03/2025
4018;SISTEMA MULTIFUNC MP171 - ORGANIZACAO EDUC LEITE;V4499106687;1.000;1.000;0.000;3590.28;3590.28;0.00;0;01/03/2025
4019;SIST MULT COR.MPC2030(RADF/DUP/BP/RPCS;V2187200881;3.000;3.000;0.000;25687.68;25687.68;0.00;0;01/03/2025
4023;ALAVANCA DE TRAVAMENTO TRASEIRA-MPC2030.;D0391087;6.000;6.000;0.000;48.29;48.29;0.00;0;01/03/2025
4024;ALAVANCA DE TRAVAMENTO FRONTAL-MPC2030.;D0391066;3.000;3.000;0.000;23.34;23.34;0.00;0;01/03/2025
4028;SUPORTE TRASEIRO DA LAMPADA DA FUSAO-DSM715;B2594091;1.000;1.000;0.000;25.52;25.52;0.00;0;01/03/2025
4032;TINTA PRETA/RC JP7 750 CPI10/ACCESS/500ML MR KATUN;931031287;4261.000;4261.000;0.000;92851.02;92851.02;0.00;0;01/03/2025
4041;SIST.MULTIFUCIONAL MP171;V4499106596;1.000;1.000;0.000;3359.45;3359.45;0.00;0;01/03/2025
4046;BUCHA PLAST.ROLO DE OLEO - 2760/6002;AE031026;2.000;2.000;0.000;9.48;9.48;0.00;0;01/03/2025
4048;UNHA DA FUSAO - DSM675;AE044060;12.000;12.000;0.000;111.48;111.48;0.00;0;01/03/2025
4050;CALCO DE FRICCAO - 1302.;D0672710;14.000;14.000;0.000;197.42;197.42;0.00;0;01/03/2025
4051;UNIDADE DE CILINDRO MPC2030/2050/2550.;D0392040;163.000;163.000;0.000;56241.39;56241.39;0.00;0;01/03/2025
4054;SUPORTE DO ROLO DE TRANFERENCIA - DSC525;B2236281;3.000;3.000;0.000;221.35;221.35;0.00;0;01/03/2025
4058;DSM716+TAMPA+IMP+EXP.MEM. RECEPÇAO;L6896940201;1.000;1.000;0.000;4747.74;4747.74;0.00;0;01/03/2025
4060;ENGRENAGEM 40Z - DSM675;AB012062;2.000;2.000;0.000;108.72;108.72;0.00;0;01/03/2025
4064;BUCHA 8MM - 6002;B0653069;13.000;13.000;0.000;277.68;277.68;0.00;0;01/03/2025
4070;TAMPA DO TRANSPORTE VERTICAL-MPC203.;D0392936;11.000;11.000;0.000;979.69;979.69;0.00;0;01/03/2025
4072;UNHAS DE SEPRARACAO - DSC428/7528N;AE044077;1.000;1.000;0.000;13.85;13.85;0.00;0;01/03/2025
4075;SUPORTE DO ROLO DE PRESSAO;B0394104;1.000;1.000;0.000;34.40;34.40;0.00;0;01/03/2025
4079;COP.MULT.DSM416PF(RADF/IMPRESS/SCAN;M0179103357;1.000;1.000;0.000;3190.61;3190.61;0.00;0;01/03/2025
4081;CAIXA SUPERIOR DO CILINDRO-DSM616/618 RICOH.;B1212252;11.000;11.000;0.000;1146.11;1146.11;0.00;0;01/03/2025
4083;ATUADOR DO CILINDRO - 6123;C2612368;1.000;1.000;0.000;7.08;7.08;0.00;0;01/03/2025
4084;FLANGE DO CILINDRO DIREITO B4 - 6123L;C2672362;1.000;1.000;0.000;118.76;118.76;0.00;0;01/03/2025
4088;ROLO DE ALIMENTACAO - 6143/DX3343;C2672802;1.000;1.000;0.000;161.28;161.28;0.00;0;01/03/2025
4090;SIST.MULT.CORMPC2030~(RADF/DUP/BP/RPS/PRINT);V2106500127;1.000;1.000;0.000;8537.60;8537.60;0.00;0;01/03/2025
4091;BOCAL DA UNIDADE ADICAO DE TONER - DSC525;B2233205;1.000;1.000;0.000;74.40;74.40;0.00;0;01/03/2025
4093;FRANDE DA FUSÃO DSM618.;B1214103;4.000;4.000;0.000;564.28;564.28;0.00;0;01/03/2025
4094;GARRAFA TONER PRETO/RC AF 1515-2015/PERFORMA 250G;70037196;1170.000;1170.000;0.000;39016.11;39016.11;0.00;0;01/03/2025
4095;TONER PRETO/RC AF-2015/PERFORMANCE /260G KATUN;70037035;508.000;508.000;0.000;19747.53;19747.53;0.00;0;01/03/2025
4097;IMPRESSORA COLORIDA A GEL OFICIO GXE3300N;405679;1.000;1.000;0.000;214.31;214.31;0.00;0;01/03/2025
4101;ROLO DE ENTINTAMENTO LG-6123L;C2312456;1.000;1.000;0.000;121.61;121.61;0.00;0;01/03/2025
4105;CORREIA DE TRANFERENCIA - MPC 2030.;D0396029;11.000;11.000;0.000;8485.24;8485.24;0.00;0;01/03/2025
4106;BASE DE FRICCAO DO PAPEL-DSC424.;B1542722;7.000;7.000;0.000;117.73;117.73;0.00;0;01/03/2025
4107;ROLO DE PRESSAO 6123.;C2613052;1.000;1.000;0.000;566.47;566.47;0.00;0;01/03/2025
4113;PLACA ANTI-ESTATICA-6002/7502/DSM651/660;B0653947;1.000;1.000;0.000;31.75;31.75;0.00;0;01/03/2025
