codigo,nome,quantidade
405,Nome não encontrado,0.0
4050,Nome não encontrado,18.0
4051,Nome não encontrado,4.0
4053,Nome não encontrado,0.0
4054,Nome não encontrado,3.0
4055,Nome não encontrado,0.0
4056,Nome não encontrado,0.0
4058,Nome não encontrado,1.0
406,Nome não encontrado,0.0
4060,Nome não encontrado,2.0
4063,Nome não encontrado,0.0
4064,Nome não encontrado,13.0
4065,Nome não encontrado,0.0
4066,Nome não encontrado,0.0
4067,Nome não encontrado,0.0
4068,Nome não encontrado,0.0
407,Nome não encontrado,0.0
4070,Nome não encontrado,0.0
4071,Nome não encontrado,0.0
4072,Nome não encontrado,1.0
4073,Nome não encontrado,33.0
4074,Nome não encontrado,0.0
4075,Nome não encontrado,1.0
4076,Nome não encontrado,0.0
4078,Nome não encontrado,0.0
4079,Nome não encontrado,0.0
4080,Nome não encontrado,0.0
4081,Nome não encontrado,21.0
4082,Nome não encontrado,0.0
4083,Nome não encontrado,1.0
4084,Nome não encontrado,1.0
4086,Nome não encontrado,0.0
4087,Nome não encontrado,0.0
4088,Nome não encontrado,1.0
4089,Nome não encontrado,0.0
4090,Nome não encontrado,1.0
4091,Nome não encontrado,1.0
4092,Nome não encontrado,0.0
4093,Nome não encontrado,17.0
4094,Nome não encontrado,1850.0
4095,Nome não encontrado,0.0
4096,Nome não encontrado,0.0
4097,Nome não encontrado,1.0
4098,Nome não encontrado,0.0
4099,Nome não encontrado,0.0
4100,Nome não encontrado,0.0
4101,Nome não encontrado,1.0
4102,Nome não encontrado,0.0
4103,Nome não encontrado,0.0
4104,Nome não encontrado,0.0
4105,Nome não encontrado,17.0
4106,Nome não encontrado,7.0
4107,Nome não encontrado,1.0
4108,Nome não encontrado,0.0
4109,Nome não encontrado,0.0
4110,Nome não encontrado,0.0
4111,Nome não encontrado,0.0
4112,Nome não encontrado,0.0
4113,Nome não encontrado,1.0
4114,Nome não encontrado,0.0
4115,Nome não encontrado,0.0
4116,Nome não encontrado,0.0
4117,Nome não encontrado,0.0
4118,Nome não encontrado,1.0
4120,Nome não encontrado,2.0
4121,Nome não encontrado,0.0
4122,Nome não encontrado,2.0
4123,Nome não encontrado,0.0
4124,Nome não encontrado,1.0
4125,Nome não encontrado,0.0
4126,Nome não encontrado,11.0
4128,Nome não encontrado,42.0
4129,Nome não encontrado,1.0
4130,Nome não encontrado,1.0
4131,Nome não encontrado,1.0
4132,Nome não encontrado,1.0
4133,Nome não encontrado,0.0
4134,Nome não encontrado,0.0
4135,Nome não encontrado,5.0
4136,Nome não encontrado,0.0
4137,Nome não encontrado,2.0
4138,Nome não encontrado,0.0
4139,Nome não encontrado,4.0
4140,Nome não encontrado,0.0
4141,Nome não encontrado,0.0
4142,Nome não encontrado,0.0
4143,Nome não encontrado,0.0
4145,Nome não encontrado,174.0
4146,Nome não encontrado,0.0
4147,Nome não encontrado,3.0
4148,Nome não encontrado,0.0
4150,Nome não encontrado,2.0
4151,Nome não encontrado,2.0
4152,Nome não encontrado,0.0
4153,Nome não encontrado,0.0
4154,Nome não encontrado,4.0
4155,Nome não encontrado,6.0
4156,Nome não encontrado,0.0
4157,Nome não encontrado,0.0
4158,Nome não encontrado,0.0
4159,Nome não encontrado,0.0
416,Nome não encontrado,5.0
4160,Nome não encontrado,1.0
4161,Nome não encontrado,0.0
4162,Nome não encontrado,0.0
4164,Nome não encontrado,3.0
4166,Nome não encontrado,47.0
4167,Nome não encontrado,7.0
4169,Nome não encontrado,5.0
4171,Nome não encontrado,0.0
4172,Nome não encontrado,2.0
4174,Nome não encontrado,1.0
4175,Nome não encontrado,0.0
4176,Nome não encontrado,1.0
4177,Nome não encontrado,0.0
4178,Nome não encontrado,4.0
4179,Nome não encontrado,0.0
4180,Nome não encontrado,1.0
4181,Nome não encontrado,0.0
4182,Nome não encontrado,0.0
4184,Nome não encontrado,0.0
4185,Nome não encontrado,4.0
4187,Nome não encontrado,0.0
4188,Nome não encontrado,0.0
4189,Nome não encontrado,4.0
4190,Nome não encontrado,24.0
4191,Nome não encontrado,0.0
4193,Nome não encontrado,0.0
4196,Nome não encontrado,0.0
4197,Nome não encontrado,0.0
4198,Nome não encontrado,0.0
4200,Nome não encontrado,0.0
4201,Nome não encontrado,0.0
4202,Nome não encontrado,1.0
4203,Nome não encontrado,12.0
4204,Nome não encontrado,11.0
4206,Nome não encontrado,0.0
4207,Nome não encontrado,0.0
4208,Nome não encontrado,0.0
4209,Nome não encontrado,1.0
4210,Nome não encontrado,0.0
4211,Nome não encontrado,4.0
4212,Nome não encontrado,2.0
4213,Nome não encontrado,1.0
4215,Nome não encontrado,1.0
4216,Nome não encontrado,0.0
4217,Nome não encontrado,0.0
4218,Nome não encontrado,0.0
4219,Nome não encontrado,0.0
4220,Nome não encontrado,2.0
4221,Nome não encontrado,1.0
4222,Nome não encontrado,0.0
4223,Nome não encontrado,0.0
4224,Nome não encontrado,1.0
4225,Nome não encontrado,0.0
4227,Nome não encontrado,0.0
4228,Nome não encontrado,2.0
4229,Nome não encontrado,0.0
423,Nome não encontrado,0.0
4230,Nome não encontrado,2.0
4231,Nome não encontrado,8.0
4232,Nome não encontrado,5.0
4233,Nome não encontrado,0.0
4234,Nome não encontrado,0.0
4235,Nome não encontrado,1.0
4236,Nome não encontrado,0.0
4237,Nome não encontrado,0.0
4238,Nome não encontrado,1.0
4239,Nome não encontrado,0.0
4241,Nome não encontrado,0.0
4243,Nome não encontrado,0.0
4244,Nome não encontrado,0.0
4245,Nome não encontrado,8.0
4246,Nome não encontrado,2.0
4248,Nome não encontrado,1.0
4249,Nome não encontrado,0.0
4250,Nome não encontrado,11.0
4251,Nome não encontrado,3.0
4252,Nome não encontrado,3.0
4253,Nome não encontrado,3.0
4254,Nome não encontrado,3.0
4255,Nome não encontrado,6.0
4257,Nome não encontrado,0.0
4258,Nome não encontrado,30.0
4259,Nome não encontrado,0.0
4260,Nome não encontrado,4.0
4261,Nome não encontrado,1.0
4262,Nome não encontrado,0.0
4263,Nome não encontrado,1.0
4265,Nome não encontrado,0.0
4266,Nome não encontrado,0.0
4267,Nome não encontrado,0.0
4268,Nome não encontrado,3.0
4269,Nome não encontrado,2.0
427,Nome não encontrado,1.0
4270,Nome não encontrado,0.0
4271,Nome não encontrado,0.0
4272,Nome não encontrado,0.0
4274,Nome não encontrado,0.0
4275,Nome não encontrado,48.0
4276,Nome não encontrado,5.0
4277,Nome não encontrado,-1.0
4278,Nome não encontrado,0.0
4279,Nome não encontrado,0.0
4280,Nome não encontrado,0.0
4281,Nome não encontrado,0.0
4282,Nome não encontrado,0.0
4283,Nome não encontrado,0.0
4284,Nome não encontrado,4.0
4285,Nome não encontrado,0.0
4286,Nome não encontrado,12.0
4287,Nome não encontrado,4.0
4288,Nome não encontrado,2.0
4289,Nome não encontrado,6.0
4290,Nome não encontrado,19.0
4291,Nome não encontrado,18.0
4292,Nome não encontrado,13.0
4293,Nome não encontrado,1.0
4294,Nome não encontrado,1.0
4295,Nome não encontrado,28.0
4296,Nome não encontrado,2.0
4297,Nome não encontrado,0.0
4298,Nome não encontrado,0.0
4299,Nome não encontrado,0.0
4300,Nome não encontrado,0.0
4301,Nome não encontrado,0.0
4302,Nome não encontrado,0.0
4303,Nome não encontrado,2.0
4304,Nome não encontrado,9.0
4305,Nome não encontrado,0.0
4306,Nome não encontrado,3.0
4307,Nome não encontrado,1.0
4308,Nome não encontrado,0.0
4309,Nome não encontrado,3.0
4310,Nome não encontrado,0.0
4311,Nome não encontrado,0.0
4312,Nome não encontrado,18.0
4313,Nome não encontrado,6.0
4316,Nome não encontrado,0.0
4317,Nome não encontrado,0.0
4318,Nome não encontrado,0.0
4319,Nome não encontrado,0.0
4320,Nome não encontrado,0.0
4324,Nome não encontrado,0.0
4325,Nome não encontrado,0.0
4326,Nome não encontrado,1.0
4327,Nome não encontrado,1.0
4328,Nome não encontrado,1.0
433,Nome não encontrado,1.0
4330,Nome não encontrado,1.0
4332,Nome não encontrado,2.0
4333,Nome não encontrado,0.0
4334,Nome não encontrado,1.0
4335,Nome não encontrado,0.0
4336,Nome não encontrado,8.0
4337,Nome não encontrado,2.0
4338,Nome não encontrado,2.0
4339,Nome não encontrado,0.0
434,Nome não encontrado,0.0
4340,Nome não encontrado,1.0
4341,Nome não encontrado,5.0
4342,Nome não encontrado,0.0
4343,Nome não encontrado,1.0
4344,Nome não encontrado,0.0
4345,Nome não encontrado,3.0
4346,Nome não encontrado,0.0
4347,Nome não encontrado,0.0
4349,Nome não encontrado,0.0
435,Nome não encontrado,0.0
4351,Nome não encontrado,1.0
4352,Nome não encontrado,1.0
4353,Nome não encontrado,0.0
4354,Nome não encontrado,13.0
4355,Nome não encontrado,0.0
4356,Nome não encontrado,0.0
4357,Nome não encontrado,0.0
4358,Nome não encontrado,1.0
4359,Nome não encontrado,0.0
4360,Nome não encontrado,0.0
4361,Nome não encontrado,0.0
4362,Nome não encontrado,1.0
4363,Nome não encontrado,0.0
4364,Nome não encontrado,11.0
4366,Nome não encontrado,0.0
4368,Nome não encontrado,1.0
4370,Nome não encontrado,4.0
4371,Nome não encontrado,2.0
4372,Nome não encontrado,150.0
4374,Nome não encontrado,4.0
4375,Nome não encontrado,0.0
4376,Nome não encontrado,42.0
4377,Nome não encontrado,0.0
4378,Nome não encontrado,0.0
4379,Nome não encontrado,0.0
4381,Nome não encontrado,1.0
4382,Nome não encontrado,0.0
4383,Nome não encontrado,2.0
4385,Nome não encontrado,1.0
4386,Nome não encontrado,1.0
4388,Nome não encontrado,0.0
4389,Nome não encontrado,0.0
439,Nome não encontrado,0.0
4390,Nome não encontrado,1246.0
4391,Nome não encontrado,17.0
4392,Nome não encontrado,0.0
4393,Nome não encontrado,0.0
4394,Nome não encontrado,7.0
4397,Nome não encontrado,3.0
4398,Nome não encontrado,0.0
4399,Nome não encontrado,1.0
4400,Nome não encontrado,1.0
4401,Nome não encontrado,0.0
4402,Nome não encontrado,0.0
4403,Nome não encontrado,0.0
4404,Nome não encontrado,0.0
4405,Nome não encontrado,1.0
4406,Nome não encontrado,1.0
4407,Nome não encontrado,0.0
4408,Nome não encontrado,1.0
4409,Nome não encontrado,0.0
4410,Nome não encontrado,1.0
4411,Nome não encontrado,11.0
4412,Nome não encontrado,6.0
4414,Nome não encontrado,0.0
4415,Nome não encontrado,0.0
4416,Nome não encontrado,0.0
4417,Nome não encontrado,0.0
4418,Nome não encontrado,1.0
4422,Nome não encontrado,7.0
4423,Nome não encontrado,15.0
4424,Nome não encontrado,4.0
4425,Nome não encontrado,1.0
4426,Nome não encontrado,0.0
4427,Nome não encontrado,7.0
4428,Nome não encontrado,0.0
4430,Nome não encontrado,0.0
4431,Nome não encontrado,11.0
4432,Nome não encontrado,0.0
4433,Nome não encontrado,0.0
4434,Nome não encontrado,0.0
4435,Nome não encontrado,0.0
4436,Nome não encontrado,0.0
4438,Nome não encontrado,0.0
4439,Nome não encontrado,0.0
4440,Nome não encontrado,1.0
4441,Nome não encontrado,0.0
4442,Nome não encontrado,1.0
4443,Nome não encontrado,3.0
4444,Nome não encontrado,0.0
4445,Nome não encontrado,0.0
4447,Nome não encontrado,0.0
4448,Nome não encontrado,5.0
4449,Nome não encontrado,0.0
4450,Nome não encontrado,0.0
4451,Nome não encontrado,8.0
4452,Nome não encontrado,10.0
4453,Nome não encontrado,8.0
4454,Nome não encontrado,15.0
4455,Nome não encontrado,15.0
4456,Nome não encontrado,10.0
4459,Nome não encontrado,0.0
4460,Nome não encontrado,0.0
4461,Nome não encontrado,0.0
4462,Nome não encontrado,3.0
4466,Nome não encontrado,0.0
4467,Nome não encontrado,10.0
4468,Nome não encontrado,1.0
4469,Nome não encontrado,0.0
4470,Nome não encontrado,9.0
4471,Nome não encontrado,1.0
4472,Nome não encontrado,24.0
4473,Nome não encontrado,27.0
4474,Nome não encontrado,0.0
4475,Nome não encontrado,0.0
4476,Nome não encontrado,43.0
4477,Nome não encontrado,0.0
4478,Nome não encontrado,0.0
4479,Nome não encontrado,6.0
4480,Nome não encontrado,1.0
4481,Nome não encontrado,50.0
4482,Nome não encontrado,65.0
4483,Nome não encontrado,1.0
4484,Nome não encontrado,18.0
4485,Nome não encontrado,0.0
4486,Nome não encontrado,24.0
4487,Nome não encontrado,1.0
4489,Nome não encontrado,32.0
449,Nome não encontrado,1.0
4490,Nome não encontrado,2.0
4491,Nome não encontrado,1.0
4492,Nome não encontrado,0.0
4493,Nome não encontrado,0.0
4494,Nome não encontrado,2.0
4495,Nome não encontrado,4.0
4496,Nome não encontrado,8.0
4497,Nome não encontrado,0.0
4498,Nome não encontrado,0.0
4499,Nome não encontrado,0.0
4500,Nome não encontrado,0.0
4501,Nome não encontrado,0.0
4502,Nome não encontrado,1.0
4503,Nome não encontrado,1.0
4504,Nome não encontrado,1.0
4505,Nome não encontrado,1.0
4507,Nome não encontrado,1.0
4509,Nome não encontrado,0.0
4511,Nome não encontrado,0.0
4512,Nome não encontrado,2.0
4513,Nome não encontrado,434.82
4514,Nome não encontrado,10.0
4515,Nome não encontrado,26.0
4516,Nome não encontrado,3.0
4517,Nome não encontrado,5.0
4518,Nome não encontrado,30.0
4519,Nome não encontrado,1.0
4521,Nome não encontrado,5.0
4522,Nome não encontrado,0.0
4523,Nome não encontrado,0.0
4524,Nome não encontrado,0.0
4526,Nome não encontrado,18.0
4528,Nome não encontrado,0.0
4529,Nome não encontrado,1.0
4530,Nome não encontrado,2.0
4531,Nome não encontrado,3.0
4533,Nome não encontrado,0.0
4534,Nome não encontrado,2.0
4535,Nome não encontrado,2.0
4536,Nome não encontrado,1.0
4537,Nome não encontrado,0.0
4538,Nome não encontrado,1.0
4539,Nome não encontrado,2.0
4540,Nome não encontrado,0.0
4541,Nome não encontrado,0.0
4542,Nome não encontrado,6.0
4544,Nome não encontrado,1.0
4545,Nome não encontrado,2.0
4546,Nome não encontrado,1.0
4547,Nome não encontrado,1.0
4549,Nome não encontrado,2.0
4550,Nome não encontrado,3.0
4551,Nome não encontrado,1.0
4552,Nome não encontrado,2.0
4554,Nome não encontrado,1.0
4557,Nome não encontrado,1.0
4558,Nome não encontrado,1.0
4559,Nome não encontrado,1.0
4560,Nome não encontrado,3.0
4561,Nome não encontrado,1.0
4562,Nome não encontrado,0.0
4563,Nome não encontrado,3.0
4564,Nome não encontrado,4.0
4565,Nome não encontrado,2.0
4566,Nome não encontrado,5.0
4567,Nome não encontrado,1.0
4568,Nome não encontrado,0.0
4569,Nome não encontrado,1.0
457,Nome não encontrado,0.0
4570,Nome não encontrado,1.0
4571,Nome não encontrado,1.0
4573,Nome não encontrado,8.0
4574,Nome não encontrado,3.0
4575,Nome não encontrado,1.0
4576,Nome não encontrado,0.0
4577,Nome não encontrado,0.0
4578,Nome não encontrado,2.0
4579,Nome não encontrado,7.0
458,Nome não encontrado,1.0
4580,Nome não encontrado,7.0
4581,Nome não encontrado,4.0
4582,Nome não encontrado,4.0
4583,Nome não encontrado,0.0
4584,Nome não encontrado,0.0
4585,Nome não encontrado,1.0
4586,Nome não encontrado,0.0
4589,Nome não encontrado,2.0
4590,Nome não encontrado,1.0
4591,Nome não encontrado,0.0
4592,Nome não encontrado,0.0
4593,Nome não encontrado,0.0
4594,Nome não encontrado,0.0
4595,Nome não encontrado,0.0
4596,Nome não encontrado,1.0
4597,Nome não encontrado,1.0
4598,Nome não encontrado,1.0
4599,Nome não encontrado,1.0
4600,Nome não encontrado,1.0
4601,Nome não encontrado,1.0
4603,Nome não encontrado,0.0
4604,Nome não encontrado,6.0
4605,Nome não encontrado,6.0
4606,Nome não encontrado,2.0
4607,Nome não encontrado,1.0
4608,Nome não encontrado,4.0
4609,Nome não encontrado,0.0
461,Nome não encontrado,0.0
4610,Nome não encontrado,2.0
4611,Nome não encontrado,1.0
4612,Nome não encontrado,1.0
4613,Nome não encontrado,1.0
4614,Nome não encontrado,0.0
4615,Nome não encontrado,0.0
4616,Nome não encontrado,2.0
4617,Nome não encontrado,0.0
4618,Nome não encontrado,1.0
4619,Nome não encontrado,2.0
462,Nome não encontrado,0.0
4620,Nome não encontrado,0.0
4622,Nome não encontrado,1.0
4623,Nome não encontrado,1.0
4625,Nome não encontrado,3.0
4626,Nome não encontrado,0.0
4627,Nome não encontrado,0.0
4628,Nome não encontrado,2.0
4629,Nome não encontrado,1.0
4630,Nome não encontrado,1.0
4633,Nome não encontrado,1.0
4634,Nome não encontrado,1.0
4635,Nome não encontrado,2.0
4636,Nome não encontrado,4.0
4637,Nome não encontrado,2.0
4638,Nome não encontrado,0.0
4639,Nome não encontrado,3.0
4640,Nome não encontrado,0.0
4641,Nome não encontrado,1.0
4642,Nome não encontrado,0.0
4643,Nome não encontrado,2.0
4644,Nome não encontrado,0.0
4645,Nome não encontrado,0.0
4646,Nome não encontrado,8.0
4647,Nome não encontrado,1.0
4648,Nome não encontrado,0.0
4649,Nome não encontrado,2.0
4650,Nome não encontrado,5.0
4651,Nome não encontrado,0.0
4652,Nome não encontrado,0.0
4653,Nome não encontrado,0.0
4654,Nome não encontrado,0.0
4655,Nome não encontrado,13.0
4656,Nome não encontrado,8.0
4657,Nome não encontrado,11.0
4659,Nome não encontrado,2.0
4660,Nome não encontrado,2.0
4661,Nome não encontrado,2.0
4662,Nome não encontrado,1.0
4663,Nome não encontrado,0.0
4665,Nome não encontrado,1.0
4666,Nome não encontrado,1.0
4667,Nome não encontrado,1.0
4668,Nome não encontrado,0.0
4669,Nome não encontrado,1.0
4671,Nome não encontrado,1.0
4673,Nome não encontrado,31.0
4675,Nome não encontrado,0.0
4676,Nome não encontrado,7.0
4677,Nome não encontrado,1.0
4679,Nome não encontrado,1.0
4680,Nome não encontrado,1.0
4681,Nome não encontrado,1.0
4682,Nome não encontrado,1.0
4683,Nome não encontrado,0.0
4684,Nome não encontrado,1.0
4685,Nome não encontrado,0.0
4686,Nome não encontrado,1.0
4688,Nome não encontrado,0.0
4689,Nome não encontrado,0.0
4690,Nome não encontrado,0.0
4692,Nome não encontrado,0.0
4693,Nome não encontrado,0.0
4694,Nome não encontrado,0.0
4695,Nome não encontrado,49.0
4696,Nome não encontrado,3.0
4697,Nome não encontrado,76.0
4698,Nome não encontrado,5.0
4699,Nome não encontrado,1.0
4701,Nome não encontrado,0.0
4703,Nome não encontrado,1.0
4704,Nome não encontrado,6.0
4705,Nome não encontrado,2.0
4706,Nome não encontrado,1.0
4707,Nome não encontrado,1.0
4708,Nome não encontrado,0.0
4709,Nome não encontrado,1.0
4710,Nome não encontrado,0.0
4711,Nome não encontrado,16.0
4712,Nome não encontrado,0.0
4715,Nome não encontrado,1.0
4717,Nome não encontrado,17.0
4719,Nome não encontrado,3.0
4720,Nome não encontrado,1.0
4722,Nome não encontrado,1.0
4723,Nome não encontrado,3.0
4724,Nome não encontrado,47.0
4726,Nome não encontrado,2.0
4727,Nome não encontrado,1.0
4728,Nome não encontrado,1.0
4729,Nome não encontrado,1.0
4730,Nome não encontrado,3.0
4731,Nome não encontrado,1.0
4732,Nome não encontrado,0.0
4734,Nome não encontrado,0.0
4735,Nome não encontrado,0.0
4736,Nome não encontrado,0.0
4738,Nome não encontrado,1.0
4739,Nome não encontrado,9.0
4740,Nome não encontrado,1.0
4741,Nome não encontrado,2.0
4742,Nome não encontrado,0.0
4743,Nome não encontrado,0.0
4744,Nome não encontrado,1.0
4746,Nome não encontrado,1.0
4748,Nome não encontrado,0.0
4749,Nome não encontrado,1.0
4750,Nome não encontrado,1.0
4751,Nome não encontrado,0.0
4752,Nome não encontrado,4.0
4753,Nome não encontrado,3.0
4754,Nome não encontrado,1.0
4755,Nome não encontrado,1.0
4756,Nome não encontrado,1.0
4758,Nome não encontrado,0.0
4760,Nome não encontrado,0.0
4761,Nome não encontrado,0.0
4763,Nome não encontrado,1.0
4764,Nome não encontrado,1.0
4765,Nome não encontrado,1.0
4766,Nome não encontrado,1.0
4768,Nome não encontrado,1.0
4770,Nome não encontrado,1.0
4771,Nome não encontrado,-1.0
4772,Nome não encontrado,2.0
4773,Nome não encontrado,0.0
4774,Nome não encontrado,0.0
4775,Nome não encontrado,0.0
4776,Nome não encontrado,1.0
4777,Nome não encontrado,0.0
4778,Nome não encontrado,0.0
4779,Nome não encontrado,22.0
4780,Nome não encontrado,0.0
4781,Nome não encontrado,1.0
4782,Nome não encontrado,2.0
4784,Nome não encontrado,0.0
4785,Nome não encontrado,11.0
4786,Nome não encontrado,0.0
4787,Nome não encontrado,0.0
4788,Nome não encontrado,0.0
4789,Nome não encontrado,15.0
4790,Nome não encontrado,2.0
4792,Nome não encontrado,1.0
4793,Nome não encontrado,1.0
4794,Nome não encontrado,1.0
4795,Nome não encontrado,0.0
4796,Nome não encontrado,0.0
4797,Nome não encontrado,1.0
4800,Nome não encontrado,2.0
4801,Nome não encontrado,0.0
4802,Nome não encontrado,0.0
4803,Nome não encontrado,1.0
4804,Nome não encontrado,0.0
4805,Nome não encontrado,2.0
4806,Nome não encontrado,1.0
4807,Nome não encontrado,2.0
4808,Nome não encontrado,2.0
4809,Nome não encontrado,1.0
4810,Nome não encontrado,0.0
4811,Nome não encontrado,14.0
4813,Nome não encontrado,0.0
4814,Nome não encontrado,0.0
4815,Nome não encontrado,0.0
4816,Nome não encontrado,2.0
4818,Nome não encontrado,3.0
4819,Nome não encontrado,1.0
4820,Nome não encontrado,1.0
4821,Nome não encontrado,1.0
4822,Nome não encontrado,4.0
4823,Nome não encontrado,2.0
4824,Nome não encontrado,3.0
4825,Nome não encontrado,1.0
4826,Nome não encontrado,2.0
4828,Nome não encontrado,0.0
4830,Nome não encontrado,0.0
4832,Nome não encontrado,0.0
4833,Nome não encontrado,1.0
4834,Nome não encontrado,1.0
4835,Nome não encontrado,4.0
4839,Nome não encontrado,1.0
4840,Nome não encontrado,0.0
4841,Nome não encontrado,7.0
4842,Nome não encontrado,1.0
4843,Nome não encontrado,0.0
4844,Nome não encontrado,95.0
4846,Nome não encontrado,8.0
4847,Nome não encontrado,11.0
4848,Nome não encontrado,1.0
4849,Nome não encontrado,11.0
4850,Nome não encontrado,0.0
4851,Nome não encontrado,1.0
4852,Nome não encontrado,18.0
4853,Nome não encontrado,2.0
4855,Nome não encontrado,0.0
4856,Nome não encontrado,10.0
4857,Nome não encontrado,0.0
4858,Nome não encontrado,21.0
4859,Nome não encontrado,0.0
4860,Nome não encontrado,0.0
4861,Nome não encontrado,0.0
4862,Nome não encontrado,22.0
4863,Nome não encontrado,5.0
4864,Nome não encontrado,10.0
4865,Nome não encontrado,1.0
4866,Nome não encontrado,4.0
4867,Nome não encontrado,3.0
4868,Nome não encontrado,3.0
4869,Nome não encontrado,3.0
4870,Nome não encontrado,2.0
4871,Nome não encontrado,18.0
4873,Nome não encontrado,0.0
4874,Nome não encontrado,1.0
4875,Nome não encontrado,1.0
4876,Nome não encontrado,12.0
4877,Nome não encontrado,4.0
4878,Nome não encontrado,1.0
4879,Nome não encontrado,10.0
4880,Nome não encontrado,1.0
4884,Nome não encontrado,0.0
4885,Nome não encontrado,0.0
4886,Nome não encontrado,1.0
4887,Nome não encontrado,1.0
4888,Nome não encontrado,5.0
4889,Nome não encontrado,1.0
489,Nome não encontrado,0.0
4892,Nome não encontrado,1.0
4893,Nome não encontrado,5.0
4894,Nome não encontrado,1.0
4895,Nome não encontrado,1.0
4896,Nome não encontrado,1.0
4897,Nome não encontrado,0.0
4898,Nome não encontrado,0.0
4899,Nome não encontrado,0.0
4900,Nome não encontrado,0.0
4901,Nome não encontrado,0.0
4902,Nome não encontrado,0.0
4904,Nome não encontrado,-1.0
4906,Nome não encontrado,3.0
4908,Nome não encontrado,11.0
4909,Nome não encontrado,1.0
491,Nome não encontrado,1.0
4910,Nome não encontrado,0.0
4911,Nome não encontrado,0.0
4912,Nome não encontrado,2.0
4913,Nome não encontrado,0.0
4914,Nome não encontrado,1.0
4915,Nome não encontrado,0.0
4918,Nome não encontrado,0.0
4919,Nome não encontrado,0.0
4920,Nome não encontrado,1.0
4922,Nome não encontrado,3.0
4923,Nome não encontrado,11.0
4924,Nome não encontrado,6.0
4925,Nome não encontrado,6.0
4926,Nome não encontrado,6.0
4927,Nome não encontrado,5.0
4929,Nome não encontrado,1.0
4930,Nome não encontrado,1.0
4932,Nome não encontrado,2.0
4933,Nome não encontrado,1.0
4934,Nome não encontrado,1.0
4935,Nome não encontrado,0.0
4936,Nome não encontrado,94.0
4937,Nome não encontrado,98.0
4938,Nome não encontrado,63.0
4939,Nome não encontrado,125.0
4940,Nome não encontrado,1.0
4941,Nome não encontrado,1.0
4942,Nome não encontrado,1.0
4943,Nome não encontrado,1.0
4944,Nome não encontrado,11.0
4945,Nome não encontrado,7.0
4946,Nome não encontrado,0.0
4947,Nome não encontrado,1.0
4949,Nome não encontrado,4.0
495,Nome não encontrado,0.0
4950,Nome não encontrado,4.0
4951,Nome não encontrado,2.0
4952,Nome não encontrado,2.0
4953,Nome não encontrado,11.0
4954,Nome não encontrado,1.0
4955,Nome não encontrado,1.0
4956,Nome não encontrado,1.0
4957,Nome não encontrado,4.0
4958,Nome não encontrado,1.0
4960,Nome não encontrado,1.0
4961,Nome não encontrado,21.0
4962,Nome não encontrado,10.0
4964,Nome não encontrado,0.0
4965,Nome não encontrado,3.0
4966,Nome não encontrado,36.0
4967,Nome não encontrado,21.0
4968,Nome não encontrado,4.0
4969,Nome não encontrado,2.0
4971,Nome não encontrado,3.0
4972,Nome não encontrado,6.0
4973,Nome não encontrado,4.0
4974,Nome não encontrado,1.0
4975,Nome não encontrado,4.0
4976,Nome não encontrado,4.0
4977,Nome não encontrado,3.0
4978,Nome não encontrado,65.0
4979,Nome não encontrado,2.0
4980,Nome não encontrado,0.0
4981,Nome não encontrado,34.0
4982,Nome não encontrado,8.0
4983,Nome não encontrado,4.0
4985,Nome não encontrado,2.0
4986,Nome não encontrado,3.0
4988,Nome não encontrado,0.0
4989,Nome não encontrado,7.0
4990,Nome não encontrado,0.0
4991,Nome não encontrado,1.0
4992,Nome não encontrado,1.0
4993,Nome não encontrado,0.0
4994,Nome não encontrado,6.0
4995,Nome não encontrado,20.0
4996,Nome não encontrado,1.0
4997,Nome não encontrado,1.0
4998,Nome não encontrado,1.0
4999,Nome não encontrado,1.0
5002,Nome não encontrado,1.0
5003,Nome não encontrado,0.0
5006,Nome não encontrado,0.0
5007,Nome não encontrado,0.0
5008,Nome não encontrado,60.0
5009,Nome não encontrado,41.0
5011,Nome não encontrado,0.0
5012,Nome não encontrado,198.0
5013,Nome não encontrado,1.0
5014,Nome não encontrado,0.0
5015,Nome não encontrado,0.0
5016,Nome não encontrado,14.0
5017,Nome não encontrado,6.0
5018,Nome não encontrado,5.0
5019,Nome não encontrado,30.0
5020,Nome não encontrado,2.0
5021,Nome não encontrado,0.0
5022,Nome não encontrado,6.0
5023,Nome não encontrado,4.0
5024,Nome não encontrado,25.0
5025,Nome não encontrado,1.0
5026,Nome não encontrado,4.0
5027,Nome não encontrado,0.0
5028,Nome não encontrado,0.0
5030,Nome não encontrado,1.0
5031,Nome não encontrado,4.0
5032,Nome não encontrado,0.0
5033,Nome não encontrado,3.0
5034,Nome não encontrado,0.0
5035,Nome não encontrado,8.0
5036,Nome não encontrado,4.0
5037,Nome não encontrado,1.0
5038,Nome não encontrado,0.0
5039,Nome não encontrado,11.0
5040,Nome não encontrado,11.0
5041,Nome não encontrado,12.0
5042,Nome não encontrado,15.0
5044,Nome não encontrado,3.0
5045,Nome não encontrado,3.0
5046,Nome não encontrado,4.0
5047,Nome não encontrado,0.0
5048,Nome não encontrado,2.0
5049,Nome não encontrado,8.0
5050,Nome não encontrado,2.0
5052,Nome não encontrado,1.0
5054,Nome não encontrado,1.0
5055,Nome não encontrado,4.0
5056,Nome não encontrado,0.0
5057,Nome não encontrado,1.0
