codigo;referencia;nome;grupo;estoque_31_12_2024;estoque_atual;diferenca_quantidade;preco_custo;valor_total_31_12_2024;valor_total_atual;diferenca_valor;movimentacoes_revertidas;saldos_redefinidos
2469;C2174519.;ROLO SUPERIOR REVESAO 5303/5304;PEÇAS;0,0;0,0;0,0;162,42;0,0;0,0;0,0;0;0
247;07340607D;BUCHA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2470;71820150;ROLO SUPERIOR UNIDADE FUSORA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2471;AF021039;ROLO SUPORTE DE REGISTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2472;AF022079;ROLO TRANSP.VERTICAL 2627;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2473;71814080;ROTOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2474;60114031;ROTOR UNID. REVELACAO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2475;54104022;S.S.R.IDENTICA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2476;231;SABAO PO MR.INVICTO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2477;1135;SACO P/LIXO MR.MASTER;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2478;A0771668;SAPATA DO CARRO OTICO;PEÇAS;0,0;0,0;0,0;7,03;0,0;0,0;0,0;0;0
2479;AA150382;SEAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
248;A1904086;BUCHA DO ROLO FUSOR 2818Z/3220;PEÇAS;0,0;0,0;0,0;4,29;0,0;0,0;0,0;0;0
2480;A1903112;SEGUNDO AGITADOR 2913/2818;PEÇAS;0,0;0,0;0,0;19,49;0,0;0,0;0,0;0;0
2481;60112050;SEGUNDO ESPELHO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2482;A1903166;SELO;PEÇAS;0,0;0,0;0,0;0,98;0,0;0,0;0,0;0;0
2483;AA151109;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2484;AA151489;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2485;A1903167;SELO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2486;AA151487;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2487;AA151486;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2488;AA152019;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2489;AA151047;SELO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
249;AE032017;BUCHA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2490;AA151613;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2491;AA151695;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2492;75718160;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2493;AA151616;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2494;AA151849;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2495;AA150269;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2496;AA151026;SELO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2497;60118060;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2498;73918360;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2499;AA151842;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
25;71818200;ALAVANCA BICO INFERIOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
250;C2174074;BUCHA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2500;A1533555;SELO DA UNIDADE DE LIMPEZA;PEÇAS;1,0;1,0;0,0;21,0;21,0;21,0;0,0;0;0
2501;AA151945;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2502;AA151894;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2503;AA151935;SELO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2504;A0063589;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2505;AA152333;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2506;AA151039;SELO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2507;A1283582;SELO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2508;C2312374;SELO (C2312582);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2509;AA150231;SELO 15x30;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
251;A2322292;BUCHA;PEÇAS;0,0;0,0;0,0;1,74;0,0;0,0;0,0;0;0
2510;AA152320;SELO 16X16;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2511;AA152319;SELO 16x16;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2512;73918210;SELO A;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2513;72114630;SELO A;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2514;C2312587;SELO A4 5306/5308 (C2312379)V;PEÇAS;0,0;0,0;0,0;15,26;0,0;0,0;0,0;0;0
2515;52153303;SELO ALIMENTADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2516;73914210;SELO B;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2517;A0073162;SELO DA LAMINA DE LIMPEZA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2518;C2312582;SELO DA TELA DE METAL5306/5308(C2312374 V);PEÇAS;6,0;6,0;0,0;18,1;108,6;108,6;0,0;0;0
2519;AA150052;SELO DA UNIDADE DE LIMPEZA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
252;29814290;BUCHA 15 UNID. DE REVELACAO P/2201;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2520;A0779530;SELO DA UNIDADE DE LIMPEZA 2613;PEÇAS;0,0;0,0;0,0;15,47;0,0;0,0;0,0;0;0
2521;AA151483;SELO DA UNIDADE DE TONER;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2522;AA151482;SELO DA UNIDADE DE TONER;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2523;AA151078;SELO DE BORRACHA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2524;A2323903;SELO DE ENTRADA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2525;A1533075;SELO DE ENTRADA 2727;PEÇAS;1,0;1,0;0,0;29,65;29,65;29,65;0,0;0;0
2526;A1903094;SELO DE ENTRADA DA REVELACAO P/2913Z;PEÇAS;0,0;0,0;0,0;17,18;0,0;0,0;0,0;0;0
2527;73915090;SELO DE RESERVATORIO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2528;AA152136;SELO DE UNIDADE DE REVELACAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2529;52012210;SELO DO OLEO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
253;29814280;BUCHA 19 UNID. REVELACAO P/2201;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2530;AA150196;SELO DO RESERVATORIO DE TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2531;AA150198;SELO DO RESERVATORIO DO TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2532;AA150197;SELO DO RESERVATORIO DO TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2533;A1903363;SELO DO TONER 2818;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2534;75714240;SELO FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2535;71914080;SELO FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2536;75714230;SELO FRONTAL DA UNIDADE DE REVELACAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2537;77714130;SELO FRONTAL DO TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2538;C2174035;SELO GUIA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2539;52159003;SELO MECANICO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
254;AA080188;BUCHA 5MM;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2540;A2322420;SELO P/3235;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2541;A2322419;SELO P/3235;PEÇAS;0,0;0,0;0,0;1,09;0,0;0,0;0,0;0;0
2542;60918230;SELO PLACA RASPAGEM 2430;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2543;75715030;SELO PRINCIPAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2544;60941030;SELO RETENTOR;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2545;75714220;SELO RETENTOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2546;71814282;SELO SUPERIOR UNID. PRINC.LAM.;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2547;71914090;SELO TRASEIRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2548;75714250;SELO TRASEIRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2549;77714140;SELO TRASEIRO DO TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
255;A2596755;BUCHA 6 12MM;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2550;A0105700;SENSOR;PEÇAS;3,0;3,0;0,0;35,42;106,26;106,26;0,0;0;0
2551;73928121;SENSOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2552;52035230;SENSOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2553;C2138137;SENSOR  DO MASTER;PEÇAS;0,0;0,0;0,0;35,81;0,0;0,0;0,0;0;0
2554;72427050;SENSOR 2332;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2555;A0175269;SENSOR 3320;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2556;AX500034;SENSOR 4490;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2557;C2013534;SENSOR DE DETECCAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2558;73906270;SENSOR DE DETECCAO DO PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2559;A1344730;SENSOR DE ENTRADA;PEÇAS;0,0;0,0;0,0;4,98;0,0;0,0;0,0;0;0
256;71814100;BUCHA 6/21 P/2335/2346ZD;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2560;A1902772;SENSOR DE FIM DE PAPEL;Sem Grupo;0,0;0,0;0,0;10,72;0,0;0,0;0,0;0;0
2561;C2263320;SENSOR DE IMAGEM 5306/08/27;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2562;C2173017;SENSOR DE ORIGINAIS;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2563;54424485;SENSOR DE SAIDA DE PAPEL;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2564;C2332493;SENSOR DE TINTA;PEÇAS;1,0;1,0;0,0;8,43;8,43;8,43;0,0;0;0
2565;A1842455;SENSOR DE TONER;PEÇAS;0,0;0,0;0,0;48,77;0,0;0,0;0,0;0;0
2566;64327201;SENSOR DE TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2567;AW400003;SENSOR DE TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2568;60914512;SENSOR DE TONER (60914510);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2569;60114050;SENSOR DE TONER 2301;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
257;71814130;BUCHA 6/23;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2570;75714302;SENSOR DE TONER 2318 (75714301);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2571;72118310;SENSOR DE TONER DISPOSAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2572;75718251;SENSOR DE TONER DISPOSAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2573;72114060;SENSOR DE TONER P/2322/8122;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2574;AW230008;SENSOR DENSIDADE IMAGEM 2635;PEÇAS;1,0;1,0;0,0;56,36;56,36;56,36;0,0;0;0
2575;AW230009;SENSOR DO FIM DE TONER 2635;PEÇAS;0,0;0,0;0,0;49,66;0,0;0,0;0,0;0;0
2576;C2038137;SENSOR DO MASTER;PEÇAS;0,0;0,0;0,0;35,34;0,0;0,0;0,0;0;0
2577;52145235;SENSOR DO PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2578;C2173018;SENSOR DO REGISTRO P/5303;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2579;AW500005;SENSOR DO TAMANHO DO PAPEL;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
258;71814090;BUCHA 6/41 P/2335/2346ZD;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2580;AW230007;SENSOR DO TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2581;60906530;SENSOR MUDANCA DE CASSETE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2582;59185722;SENSOR OTICO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2583;AW020041;SENSOR OTICO P/5305 (14030539);PEÇAS;0,0;0,0;0,0;5,32;0,0;0,0;0,0;0;0
2584;A1734470;SENSOR P/2622S;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2585;A0073863;SEPARADOR;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2586;257;SERRILHADEIRA MARCA NUMERGRAF MOD.NGSP5;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2587;212;SERVICO DE  RECUPERACAO DO TRANSFORMADOR;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2588;215;SERVICO DE CONSERTO,LIMPEZA E LUBRIFICACAO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2589;2011;SERVICO DE MANUTENCAO.;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
259;G3006880;BUCHA 688ZZ P/2332;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2590;160;SERVICO REALIZADO ASSIST.TECNICA,REVISAO GERAL;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2591;2017;SERVICOS EXECUTADOS NO MOTOR DE PRESSAO E;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2592;C2035184;SETOR DE ENGRENAGEM;PEÇAS;0,0;0,0;0,0;79,77;0,0;0,0;0,0;0;0
2593;C2293183;SETOR DE ENGRENAGEM ROLO PRESSAO 5450;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2594;C2098262;SOLENOIDE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2595;C2018062;SOLENOIDE ALIMENTACAO TINTA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2596;C2008440;SOLENOIDE DO ROLO DE REVERSAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2597;60106041;SOLENOIDE REGISTRO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2598;74417080;SOQUETE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2599;73910051;SOQUETE;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
26;72118132;ALAVANCA DA LAMINA LIMPEZA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
260;52153101;BUCHA 6MM;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2600;72110020;SOQUETE FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2601;71910120;SOQUETE FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2602;71817040;SOQUETE FRONTAL 2332;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2603;56;STENCIL A OLEO MR.GESTETNER C/50 FLS;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2604;342;STENCIL C/100 MAGISTERIO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2605;55;STENCIL ELETRONICO CX C/50 FLS.MR.GESTETNER;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2606;72122140;SUPORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2607;A1731081;SUPORTE;PEÇAS;0,0;0,0;0,0;2,5;0,0;0,0;0,0;0;0
2608;72120160;SUPORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2609;C2003048;SUPORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
261;AA080010;BUCHA 6MM;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2610;SE-14;SUPORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2611;C2003559;SUPORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2612;A0073868;SUPORTE;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2613;49528100;SUPORTE BATENTE DO PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2614;48728102;SUPORTE DA ALAVANCA B;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2615;46128106;SUPORTE DA COBERTURA ORIGINAIS;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2616;A0063603;SUPORTE DA ESCOVA FRONTAL;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2617;47628609;SUPORTE DA GUIA DO PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2618;A2323923;SUPORTE DA LAMINA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2619;C2002205;SUPORTE DA ROTACAO DO CILINDRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
262;73210450;BUCHA 6MM;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2620;71817050;SUPORTE DA TAMPA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2621;71817061;SUPORTE DA TAMPA FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2622;71910061;SUPORTE DA TAMPA FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2623;75710060;SUPORTE DA TAMPA TRASEIRA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2624;A1724205;SUPORTE DA UNHA P/2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2625;B0173229;SUPORTE DA UNID.REVELAÇAO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2626;AA084003;SUPORTE DA UNIDADE REVELACAO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2627;60120060;SUPORTE DE TERMISTOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2628;75718141;SUPORTE DE TONER DISPOSAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2629;47428704;SUPORTE DO ADF-2;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
263;29869460;BUCHA 6MM P/2201;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2630;52153596;SUPORTE DO ARAME;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2631;7500850;SUPORTE DO CONECTOR;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2632;A0533455;SUPORTE DO ESTICADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2633;29820260;SUPORTE DO FUSIVEL TERMICO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2634;AF017012;SUPORTE DO PAPEL;PEÇAS;1,0;1,0;0,0;7,74;7,74;7,74;0,0;0;0
2635;7500851;SUPORTE DO RECEPTACULO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2636;A2193339;SUPORTE DO RESERV.DE TONER 2818/2913;PEÇAS;0,0;0,0;0,0;6,38;0,0;0,0;0,0;0;0
2637;C2035057;SUPORTE DO ROLO DE ALIMENTACAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2638;C2095225;SUPORTE DO ROLO DE ALIMENTACAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2639;C2004733;SUPORTE DO SENSOR DE TINTA;PEÇAS;1,0;1,0;0,0;4,87;4,87;4,87;0,0;0;0
264;52053103;BUCHA 6MM P/2713/3018;PEÇAS;8,0;8,0;0,0;7,67;61,36;61,36;0,0;0;0
2640;A13Y018;SUPORTE DO TUBO DE TINTA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2641;C2256130;SUPORTE FINAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2642;74417050;SUPORTE FRONTAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2643;A1902280;SUPORTE FRONTAL P/ 2913;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2644;A0692152;SUPORTE LIMPEZA FIO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2645;C2175527;SUPORTE P/5303;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2646;A1531773;SUPORTE PRIM. SCANNER  P/2727Z;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2647;73918193;SUPORTE RESERVATORIO DE TONER;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2648;G-2;SUPORTE SUBST. FILTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2649;A0771185;SUPORTE TENSOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
265;AA080200;BUCHA 6X12X11;PEÇAS;0,0;0,0;0,0;7,47;0,0;0,0;0,0;0;0
2650;79920050;SUPORTE TRAS.DO ROLO DE PRESSAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2651;77740080;SUPORTE TRASEIRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2652;71910082;SUPORTE TRASEIRO (71910081);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2653;B0173230;SUPORTE UNIDADE REVELAÇAO P/CS206;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2654;A0063604;SUPOTE DA ESCOVA TRASEIRA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2655;54429101;TALCO LUBRIFICANTE;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2657;A1093082;TAMPA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2658;73210013;TAMPA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2659;A1903082;TAMPA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
266;A08053386;BUCHA 8MM;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2660;60917070;TAMPA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2661;C2172413;TAMPA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2662;60104020;TAMPA 2301;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2663;C2172452;TAMPA 5303;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2664;73912270;TAMPA B DO SUPORTE DE ORIGINAIS;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2665;A0773892;TAMPA BLOC0 CORONA TRASEIRO;PEÇAS;0,0;0,0;0,0;1,66;0,0;0,0;0,0;0;0
2666;AD022261;TAMPA BLOCO CARGA P/3213;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2667;A0773891;TAMPA BLOCO CORONA FRONTAL;PEÇAS;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0;0
2668;52012109;TAMPA CORONA TRASEIRA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2669;A1342746;TAMPA DA ALIMENTACAO DO PAPEL;PEÇAS;0,0;0,0;0,0;25,76;0,0;0,0;0,0;0;0
267;08053386;BUCHA 8MM;PEÇAS;0,0;0,0;0,0;0,91;0,0;0,0;0,0;0;0
2670;A2032806;TAMPA DA BANDEJA DO PAPEL;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2671;60104110;TAMPA DA COBERTURA SUPERIOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2672;AD022079;TAMPA DA CORONA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
2673;AD022078;TAMPA DA CORONA DIANTEIRA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
