codigo;referencia;nome;grupo;estoque_31_12_2024;estoque_atual;diferenca_quantidade;preco_custo;valor_total_31_12_2024;valor_total_atual;diferenca_valor;movimentacoes_revertidas;saldos_redefinidos
1;L13C-211;UNIDADE IMP TIPO 4545A-DX4545/DX3343;PEÇAS;0,0;0,0;0,0;10,5;0,0;0,0;0,0;0;0
10;AD038032;AGITADOR DO REVELADOR;PEÇAS;1,0;1,0;0,0;18,96;18,96;18,96;0,0;0;0
100;72104320;ATUADOR DO INTERRUPTOR SEGURANCA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1000;AB013872;ENGRENAGEM DO CAME;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1001;29822040;ENGRENAGEM DO CILINDRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1002;C2132330;ENGRENAGEM DO CILINDRO 5327(C2032330);PEÇAS;1,0;1,0;0,0;181,46;181,46;181,46;0,0;0;0
1003;60122061;ENGRENAGEM DO MOTOR P/2301;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1004;AX210032;ENGRENAGEM DO REGISTRO - 2713;PEÇAS;0,0;0,0;0,0;35,52;0,0;0,0;0,0;0;0
1005;29820211;ENGRENAGEM DO ROLO FUSOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1006;75720051;ENGRENAGEM DO ROLO FUSOR 2318;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1007;G0204177;ENGRENAGEM DO ROLO FUSOR P/2818Z;PEÇAS;0,0;0,0;0,0;8,68;0,0;0,0;0,0;0;0
1008;A0242593;ENGRENAGEM DUPLA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1009;52012815;ENGRENAGEM DUPLA 16/40D;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
101;C2174503;ATUADOR DO SENSOR;PEÇAS;0,0;0,0;0,0;15,0;0,0;0,0;0,0;0;0
1010;AB017347;ENGRENAGEM DUPLA 2727;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1011;C2003607;ENGRENAGEM DUPLA 62D;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1012;C2003604;ENGRENAGEM DUPLA L6/50 DENTES P/5305;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1013;71815110;ENGRENAGEM LIVRE 18D;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1014;A1731098;ENGRENAGEM LIVRE 36Z;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1015;AX200132;ENGRENAGEM MAGNETICA;Sem Grupo;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0;0
1016;29808660;ENGRENAGEM P/2201/3/2301/2;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1017;AB017167;ENGRENAGEM P/3018;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1018;C2173042;ENGRENAGEM P/5303;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1019;C2173043;ENGRENAGEM P/5303;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
102;75802050;BALANCEADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1020;C2173045;ENGRENAGEM P/5303;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1021;52153872;ENGRENAGEM P/7125;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1022;AB017033;ENGRENAGEM P/7125;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1023;A13K-001;ENGRENAGEM P/MIMIOGRAFO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1024;C2173684;ENGRENAGEM PRESSAO(C2173584);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1025;AB013093;ENGRENAGEM SEM FIM;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1026;C2004944;ENGRENAGEM SETORIAL 9D;PEÇAS;3,0;3,0;0,0;2,4;7,2;7,2;0,0;0;0
1027;71806021;ENGRENAGEM SUPERIOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1028;C2003628;ENGRENGEM 20T P/5305;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1029;37;ENVELOPADORA DE ENVELOPE PLANO POR FOLHA COM ATE 0;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1030;118;ENVELOPE BRANCO CARTA OFICIO PEQUENO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1031;119;ENVELOPE BRANCO P/ CONVITE;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1032;1112;ENVELOPE MADEIRA GRANDE CX.C/500 MR.MAITRA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1033;012;ENVELOPE MADEIRA PEQUENO CX.C/500 MR.MAITRA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1034;011;ENVELOPE MEDIO MAITRA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1035;013;ENVELOPE OFICIO BRANCO MAITRA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1036;AC042117;ESCALA DO TAM.PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1037;C2038453;ESCOVA;PEÇAS;1,0;1,0;0,0;24,42;24,42;24,42;0,0;0;0
1038;71908300;ESCOVA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1039;AA151022;ESCOVA ANTI-ESTATICA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1040;C2135500;ESCOVA ANTISTATICA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1041;AD042011;ESCOVA DE LIMPEZA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1042;64318020;ESCOVA DE LIMPEZA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1043;A1093617;ESCOVA DE LIMPEZA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1044;A0699001;ESCOVA DE LIMPEZA;PEÇAS;0,0;0,0;0,0;15,04;0,0;0,0;0,0;0;0
1045;A1723601;ESCOVA DE LIMPEZA 2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1046;AD042015;ESCOVA DE LIMPEZA P/7150;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1047;A1096422;ESCOVA LUBRIFICANTE P/2706;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1048;C2098202;ESCOVA MOTOR PRINCIPAL P/5385;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1049;AE030003;ROLAMENTO 6806Z;PEÇAS;2,0;2,0;0,0;14,62;29,24;29,24;0,0;0;0
105;28173;BANCO CASSETE 3222/27;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1050;49028113;ESFERA P/2318;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1051;08075044;ESPACADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1052;A13N-012;ESPACADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1053;C2224002;ESPACADOR DA CABECA TERMICA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1054;60906480;ESPACADOR DA POLIA DE FRICCAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1055;A1724680;ESPACADOR P/2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1056;A13C-190;ESPACADOR PRESSAO ALIMENTADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1057;C2003086;ESPELHO EXAMINADOR P/5305;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1058;73914110;ESPIRAL AGITADOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1059;72114500;ESPIRAL DE TONER 8122;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
106;73951880;BANDEJA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1060;A1903560;ESPIRAL DE TRANSPORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1061;72118231;ESPONJA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1062;AA151476;ESPONJA DOSADORA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1063;3334;ESPONJA DUPLA FACE;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1064;1000/1500;ESTABILIZADOR SOL 1500 220/110V TRIPOLAR-MICROSOL;ESTABILIZADORES;3,0;3,0;0,0;174,37;523,11;523,11;0,0;0;0
1065;2000;ESTABILIZADOR SOL 2000 220V/110V;COPIADORAS;0,0;0,0;0,0;205,85;0,0;0,0;0,0;0;0
1066;A4191120;ESTEIRA DO ADF/7150 (59181125);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1067;71169700;ESTEIRA DO ADF-2;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1068;74808010;ESTEIRA DO RADF-2;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1069;57904580;ESTEIRA DO RADF-4;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
107;A1732854;BANDEJA ALIMENTAÇAO MANUAL 2622;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1070;A1523570;ESTRUTURA BASE UNID. DE LIMPEZA;PEÇAS;0,0;0,0;0,0;23,99;0,0;0,0;0,0;0;0
1071;71820023;ESTRUTURA DE UNIDADE FUSORA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1072;A1283581;ESTRUTURA FRONTAL LIMPEZA P/2622;PEÇAS;0,0;0,0;0,0;120,33;0,0;0,0;0,0;0;0
1073;A1523560;ESTRUTURA UNID. LIMPEZA-2613;PEÇAS;0,0;0,0;0,0;57,22;0,0;0,0;0,0;0;0
1075;29405220;ETIQUETA DE INSTRUCOES;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1076;60105010;ETIQUETA DE OPERACOES;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1079;C2315880;EXAUSTOR DO TRANSPORTE DE PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
108;C2033075;BANDEJA DA SAIDA DE ORIGINAIS;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1080;C2015110;EXCENTRICO ALIMENTADOR PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1081;IMK-FA44;FACA P/GUILHOTINA GK460/40;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1082;MAQUINA;FATURAMENTO PROV.DE MAQ.COPIADORA MOD.1502;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1083;AG071008;FECHADURA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1084;AG071007;FECHADURA DO BYPASS;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1085;49628105;FECHO MAGNETICO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1086;72114401;FELTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1087;A0079002;FIACAO DA CORONA P/7150;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1088;A1095304;FIAÇAO DA FUSAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1089;C2008417;FIACAO DA GUILHOTINA - 5327;PEÇAS;0,0;0,0;0,0;93,24;0,0;0,0;0,0;0;0
109;A1342698;BANDEJA DE ALIM.MANUAL;PEÇAS;1,0;1,0;0,0;40,87;40,87;40,87;0,0;0;0
1090;C2263340;FIACAO DA LAMPADA 5329;PEÇAS;0,0;0,0;0,0;19,35;0,0;0,0;0,0;0;0
1091;73969700;FIACAO DA LAMPADA (73912401);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1092;A1735282;FIACAO DA LAMPADA DE EXPOSICAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1093;A0771675;FIAÇAO DA LAMPADA DE EXPOSIÇAO.;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1094;75812072;FIACAO DA LAMPADA(75812071);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1095;C2018091;FIACAO DA UNID. DE CORTE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1096;A0075540;FIACAO DA UNIDADE FUROSA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1097;A0096031;FIACAO DA UNIDADE FUSORA P/4490;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1098;C2038091;FIACAO DO CILINDRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1099;C2038086;FIACAO DO RELE DO ADF;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
110;A2502950;BANDEJA DE ALIMENTACAO MANUAL 3215;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1100;A1525345;FIACAO DO SENSOR;PEÇAS;0,0;0,0;0,0;19,66;0,0;0,0;0,0;0;0
1101;A1285306;FIAÇAO DO SENSOR ID;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1102;60169720;FIACAO LAMPADA(60112110V);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1103;A1535330;FIAÇAO SENSOR FUSOR;PEÇAS;1,0;1,0;0,0;12,5;12,5;12,5;0,0;0;0
1104;AA012068;FILTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1105;AA012005;FILTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1106;A2591047;FILTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1107;AA012102;FILTRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1108;AA011008;FILTRO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1109;AA012066;FILTRO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
111;AF043094;BANDEJA DE COPIA-2713Z;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1110;11737708;FILTRO A VACUO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1111;3470267734;FILTRO ASPIRADOR A VACUO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1112;A1901805;FILTRO AZUL DA LENTE - 2818Z(A1901812V);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1113;A1092410;FILTRO DA UNID. DE CARGA P/2706;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1114;AC015001;FILTRO DE EXPOSICAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1115;A1901157;FILTRO DE OZONIO;PEÇAS;0,0;0,0;0,0;28,25;0,0;0,0;0,0;0;0
1116;60123041;FILTRO DE OZONIO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1117;60816020;FILTRO DE OZONIO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1118;AA010082;FILTRO DE OZONIO;PEÇAS;2,0;2,0;0,0;39,24;78,48;78,48;0,0;0;0
1119;60123030;FILTRO DE OZONIO 2301;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
112;A1842510;BANDEJA DE COPIAS(A1842500V);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1120;AA012094;FILTRO DE POEIRA 2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1121;AA012092;FILTRO DE POEIRA CS206;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1122;75716090;FILTRO DO MOTOR;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1123;AA011005;FILTRO DO REVELADOR P/7150;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1124;AA011044;FILTRO OTICO P/2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1125;AA010080;FILTRO OZONIO REV. 2706/2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1126;ZF-3;FILTRO P/4030(G-2);Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1127;ZF-12;FILTRO P/4030(K-30N);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1128;AA012069;FILTRO UNID. REVELACAO P/2706;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1129;AA012084;FILTRO UNID. REVELACAO(AA012063);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
113;73900121;BANDEJA DE INTRODUCAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1130;A1902065;FIO CORONA DE CARGA 2818/2913;PEÇAS;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0;0
1131;AD020070;FIO CORONA DE CARGA 2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1132;AD020054;FIO CORONA DE CARGA P/2706;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1133;A0779521;FIO CORONA DE SEPARACAO P/2513;PEÇAS;0,0;0,0;0,0;8,7;0,0;0,0;0,0;0;0
1134;A0779522;FIO CORONA DE TRANSFERENCIA P/2513;PEÇAS;0,0;0,0;0,0;0,15;0,0;0,0;0,0;0;0
1135;AD020056;FIO CORONA PCC 2706/2606E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1136;A1903866;FIO DA CORONA DE TRANSFERENCIA 2818/2913;PEÇAS;0,0;0,0;0,0;2,52;0,0;0,0;0,0;0;0
1137;72112630;FIO DE ALIMENTACAO(72112210);Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1138;A0489001;FIO DE CORONA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1139;A2596231;FIO DE CORONA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
114;A2042953;BANDEJA DE PAPEL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1140;AD020081;FIO DE CORONA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1141;AD020083;FIO DE CORONA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1142;54039028;FIO DE CORONA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1143;54089080;FIO DE CORONA 3090/4400;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1144;A0079004;FIO DE CORONA 7125S;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1145;54429003;FIO DE CORONA CARGA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1146;A0179501;FIO DE CORONA CARGA P/3320;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1147;A0309500;FIO DE CORONA DE CARGA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1148;A0779520;FIO DE CORONA DE CARGA;PEÇAS;0,0;0,0;0,0;5,24;0,0;0,0;0,0;0;0
1149;A0489003;FIO DE CORONA DE SEPARACAO;PEÇAS;0,0;0,0;0,0;1,09;0,0;0,0;0,0;0;0
115;28061;BANDEJA ENTRADA T270 3222/27-410385;PEÇAS;1,0;1,0;0,0;10,0;10,0;10,0;0,0;0;0
1150;A0179502;FIO DE CORONA P/3320;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1151;54089034;FIO DE CORONA P/4400;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1152;A0079003;FIO DE CORONA P/7150;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1153;A0489002;FIO DE CORONA TRANSFERENCIA 3018;PEÇAS;0,0;0,0;0,0;5,45;0,0;0,0;0,0;0;0
1154;84636361;FIO DE TUNGSTENIO P/2201;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1158;SD-16;FITA DE ACO (A12A016);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1159;L13L-040;FITA DE FELTRO C/10 UNID.;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
116;28091;BANDEJA EXTERNA T450 3235/35E;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1160;366;FITA DECORATIVA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1161;335;FITA GOMADA 38X50 MARCA GESTETNER;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1163;220;FITA GOMADA 3M;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1164;221;FITA GOMADA 50MM X 50M;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1165;605;FITA P/ VIDEO CASSETE 120M, MR.TDK;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1168;A0304110;FIXADOR;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1169;71908320;FIXADOR DA ESCOVA;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
117;007;BANDEJA P/PAPEL EM ACRILICO SIMPLES;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1170;A0174191;FIXADOR DE LAMINA;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1171;C2194948;FIXADOR DE MASTER;PEÇAS;0,0;0,0;0,0;130,2;0,0;0,0;0,0;0;0
1172;K-40;FIXADOR DE ORIGINAIS P/4030(ZA3);Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1173;A13DS-32;FIXADOR DE STENCIL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1174;C2004941;FIXADOR DO EIXO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1175;08077055;FIXADOR DO EIXO PRINCIPAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1176;75712280;FIXADOR DO INDICE DE ORIGINAL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1177;49628206;"FIXADOR DO SUPORTE ""B""";PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1178;A13DS-10;FIXADOR STENCIL;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1179;063;FLANELOGRAFO GRAFOTEC;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1180;C2004679;FLANGE;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1181;C2312362;FLANGE DO CILINDRO P/5306;PEÇAS;0,0;0,0;0,0;67,05;0,0;0,0;0,0;0;0
1182;C2134041;FLANGE DO MASTER(C2134042);PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1183;C2174005;FLANGE DO ROLO;PEÇAS;0,0;0,0;0,0;18,33;0,0;0,0;0,0;0;0
1184;A1093652;FLANGE FRONTAL CILINDRO P/2706;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1185;C2174584;FLANGE FRONTAL P/5303;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1186;C2175188;FLANGE ROLO INTROD.PAPEL 5303;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1187;C2293184;FLANGE STOPPER 5450;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1188;C2134560;FLANGE TRASEIRA CILINDRO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1189;C2194560;FLANGE TRASEIRO CILINDRO 5327;PEÇAS;0,0;0,0;0,0;151,74;0,0;0,0;0,0;0;0
119;A2596255;BARRA DE LUBRIFICAÇAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1190;A1093653;FLANGE TRASEIRO CILINDRO P/2706;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1191;C2174585;FLANGE TRASEIRO P/5303;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1192;A13Y167;FLAUTA DA BOMBA DE TINTA P/4030;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1193;60904290;FOLHA DA TAMPA DE ORIGINAIS P/2430;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1194;A0779523;FOLHA DA TAMPA DE PRESSAO P/2513/2613;PEÇAS;0,0;0,0;0,0;19,34;0,0;0,0;0,0;0;0
1195;A4069505;FOLHA DA TAMPA DE PRESSAO P/7125;PEÇAS;0,0;0,0;0,0;17,52;0,0;0,0;0,0;0;0
1196;A2031465;FOLHA DE OPERAÇAO;PEÇAS;0,0;0,0;0,0;124,21;0,0;0,0;0,0;0;0
1197;A1735621;FONTE ALIMENTACAO 115V 2622S;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1198;C2315300;FONTE DE ALIMENTACAO;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1199;73928030;FONTE DE ALIMENTACAO;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
12;71771-1168K;AGULHA P/GRAVADORA DE STENCIL;Sem Grupo;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
120;A2593565;BARRA DE LUBRIFICAÇAO CS206;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
1200;C2248301;FONTE DE ALIMENTAÇAO 5327;PEÇAS;0,0;0,0;0,0;81,72;0,0;0,0;0,0;0;0
1201;AZ230081;FONTE DE ALIMENTAÇAO P/1502;PEÇAS;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0
